gene,log2fc,pvalue,ci_low,ci_high,fdr,significant,is_de,true_log2fc
GENE4461,0.48814290068183963,0.2690667466477531,-0.450971422483586,1.4272572238472652,0.8162931253906488,False,0,0.0
GENE4462,0.6846152176533762,0.15245804865640888,-0.3008859163953438,1.670116351702096,0.6827769752753006,False,0,0.0
GENE4463,0.4570353555212696,0.16389843232477858,-0.22843705635290357,1.142507767395443,0.703365064691634,False,0,0.0
GENE4464,0.27003147717048215,0.47346122804657176,-0.5498838248853486,1.089946779226313,0.910778151241412,False,0,0.0
GENE4465,-0.21307892124089367,0.32551269532760196,-0.6890761283850421,0.2629182859032547,0.8592350499842759,False,0,0.0
GENE4466,3.11622971452067,4.681659094405949e-05,2.2081789184669587,4.024280510574381,0.0020547281581003887,True,1,2.998
GENE4467,-2.826566181671942,0.00025188121051967295,-3.8587305767567033,-1.7944017865871806,0.006297030262991824,True,1,-2.85
GENE4468,0.35419785734670217,0.304479868748422,-0.3809798813642572,1.0893755960576614,0.8435509338887751,False,0,0.0
GENE4469,0.7197837154533167,0.07419263038973828,-0.08496297290424726,1.5245304038108807,0.4867394802392374,False,1,0.915
GENE4470,-0.09868729173900803,0.7342546891444652,-0.7500649944258839,0.5526904109478679,0.9691735388751649,False,0,0.0
GENE4471,-0.30727954409885405,0.39872488114984517,-1.0839833945292148,0.46942430633150667,0.8915392620141253,False,0,0.0
GENE4472,0.037973903176589996,0.9256756978576993,-0.8659359500169425,0.9418837563701224,0.9924306956389631,False,0,0.0
GENE4473,-0.18622403500106088,0.6062832498259394,-1.01018407804207,0.6377360080399483,0.9330779399297339,False,0,0.0
GENE4474,0.22752310579011237,0.3271030345647644,-0.26544644178044163,0.7204926533606664,0.8607832128873172,False,0,0.0
GENE4475,-0.00862320795133531,0.9859025201730731,-1.086148927128531,1.0689025112258603,0.9984045558053897,False,0,0.0
GENE4477,0.2362889257262646,0.6523037582401183,-0.9561064280937486,1.4286842795462777,0.9416048049726631,False,0,0.0
GENE4478,-0.12346405981858766,0.7803560956107751,-1.1153428749250809,0.8684147552879055,0.9751387777485206,False,0,0.0
GENE4479,-0.5183250864083129,0.2774615681054073,-1.5638263364878326,0.5271761636712069,0.8220735512183328,False,0,0.0
GENE4480,-0.7282765426090494,0.05229288905834734,-1.4660874038117462,0.009534318593647395,0.39893164184729357,False,0,0.0
GENE4481,0.08632683678226627,0.7414790973368983,-0.495333934424651,0.6679876079891836,0.9691735388751649,False,0,0.0
GENE4482,0.1963157271131477,0.7337415076379111,-1.0564106743595343,1.4490421285858297,0.9691735388751649,False,0,0.0
GENE4483,0.5022832137940947,0.06009317046678145,-0.029318481411492625,1.033884908999682,0.43157822426143044,False,0,0.0
GENE4484,-0.581790260058832,0.10178950379029396,-1.3111157349638312,0.14753521484616705,0.5578513725104948,False,0,0.0
GENE4485,0.3705288934876325,0.22124864062522556,-0.2637181915378546,1.0047759785131196,0.7796421256887536,False,0,0.0
GENE4486,-0.4126352848906025,0.29116856582485334,-1.2379402279069214,0.4126696581257163,0.829139547808847,False,0,0.0
GENE4487,-0.9093304329270122,0.004772904118639091,-1.4497313386053161,-0.3689295272487083,0.06558551775822001,False,0,0.0
GENE4488,0.9064865647327085,0.08618281702621823,-0.16661684703146395,1.979589976496881,0.517358856008453,False,0,0.0
GENE4489,-0.2441853027364469,0.4425070361990652,-0.9304195943614136,0.44204898888851984,0.9058232809947696,False,0,0.0
GENE4490,0.3538747799070485,0.46509617858929353,-0.6915677313659749,1.399317291180072,0.9072637960246164,False,0,0.0
GENE4491,-0.20432536931708256,0.41560075032846633,-0.7455771630312364,0.3369264243970713,0.8941301545737701,False,0,0.0
GENE4492,-0.1895430835415235,0.5824047287033439,-0.9339111653189802,0.5548249982359332,0.9294936563216196,False,0,0.0
GENE4493,0.4182849324419635,0.28152894308170734,-0.4603662606838188,1.2969361255677458,0.8248301268542327,False,0,0.0
GENE4494,-0.11862879137513005,0.6952722961673652,-0.8086693423154163,0.5714117595651562,0.9589125593090406,False,0,0.0
GENE4495,-0.15022890711536618,0.46793971864785455,-0.5956455771473128,0.29518776291658044,0.9072637960246164,False,0,0.0
GENE4496,-0.29409289392525473,0.1917626809142937,-0.7772690802768043,0.1890832924262948,0.7448909403804614,False,0,0.0
GENE4497,-0.29540662619738933,0.5908063286719931,-1.4811730562771446,0.8903598038823659,0.929563511803904,False,0,0.0
GENE4498,-0.05362546171155813,0.8775069099032589,-0.862933823456736,0.7556829000336197,0.9828540667920449,False,0,0.0
GENE4499,-0.1954930718859753,0.5773402739180283,-0.9817636769737903,0.5907775332018397,0.9294936563216196,False,0,0.0
GENE4500,-0.06856525429104021,0.8807670317107592,-1.0617212722128166,0.9245907636307361,0.9828540667920449,False,0,0.0
GENE4501,-0.7021218438545809,0.25128065116610954,-2.0437707160421947,0.6395270283330328,0.8076268362737592,False,0,0.0
GENE4502,-0.693629406318717,0.07815222831417015,-1.4815068526504354,0.09424804001300147,0.4931330700335018,False,0,0.0
GENE4503,-1.537952791934309,0.004155283160359043,-2.4656916776219173,-0.6102139062467008,0.05904089382524539,False,1,-1.44
GENE4504,-0.307645900842767,0.4591549202829427,-1.2063095767002947,0.5910177750147606,0.9072637960246164,False,0,0.0
GENE4505,-0.061101847691163336,0.8809836432788576,-0.9474756447025203,0.8252719493201937,0.9828540667920449,False,0,0.0
GENE4506,-0.058266686215712404,0.9059692517088368,-1.1361218801152866,1.0195885076838618,0.9874664857201725,False,0,0.0
GENE4507,-0.6651876786086461,0.041248758469009265,-1.2976038428837549,-0.03277151433353753,0.348146572548262,False,0,0.0
GENE4508,1.9722369299537297,0.00022167900048364407,1.2256342821581467,2.7188395777493124,0.0057607371836210135,True,1,1.863
GENE4509,-0.6047831685533893,0.024706208114392492,-1.1149507948403923,-0.09461554226638635,0.24519980415037776,False,0,0.0
GENE4510,1.5879484774562487,0.0005334742674102877,0.9203625795483814,2.2555343753641157,0.012110479059026647,True,1,1.216
GENE4511,0.3481175979188533,0.5006910817400063,-0.7703071063177864,1.466542302155493,0.9170564455607898,False,0,0.0
GENE4512,0.570568946796953,0.2129793468470565,-0.3989495244169562,1.5400874180108621,0.7747185058822967,False,0,0.0
GENE4513,0.3982648445410222,0.48727941403700725,-0.9008456953227884,1.6973753844048327,0.9135954938974477,False,0,0.0
GENE4514,0.08246099711280852,0.7408007086978843,-0.4624205053839935,0.6273424996096105,0.9691735388751649,False,0,0.0
GENE4515,-0.05563532735624577,0.8695306319676889,-0.7915582757205681,0.6802876210080766,0.9813274275063918,False,0,0.0
GENE4516,-0.3355354730801752,0.4897227189905311,-1.392358905736107,0.7212879595757566,0.9135954938974477,False,0,0.0
GENE4517,-0.39424399376337504,0.3104896851007754,-1.2265602980452446,0.4380723105184946,0.8458167283779744,False,0,0.0
GENE4518,-0.860059929293691,0.06056275382897603,-1.7663972881593892,0.04627742957200731,0.4318102484195945,False,0,0.0
GENE4519,-0.5962893713125261,0.049165547457579596,-1.1899306563711813,-0.0026480862538710292,0.3899676956976695,False,0,0.0
GENE4520,0.305719730254717,0.18781557829298032,-0.18539018844614835,0.7968296489555824,0.7404129108634404,False,0,0.0
GENE4521,0.042633158524545856,0.8444547130105294,-0.4582829630440879,0.5435492800931796,0.9803012537877377,False,0,0.0
GENE4522,0.26377472692039206,0.5731495849490202,-0.7998798121105657,1.3274292659513498,0.9294936563216196,False,0,0.0
GENE4523,3.3000628075761824,3.7567882218649515e-05,2.4978205169144774,4.1023050982378875,0.0018096723751666534,True,0,0.0
GENE4524,-0.08480315442294106,0.7949540677189673,-0.7929264922437118,0.6233201833978297,0.9785159713207616,False,0,0.0
GENE4525,-0.10285722598408231,0.8281751886623537,-1.1422589549803177,0.9365445030121531,0.9803012537877377,False,0,0.0
GENE4526,-0.866814214994311,0.02853397869747107,-1.6220082025572227,-0.11162022743139943,0.2709356150360835,False,1,-1.221
GENE4527,0.0883567785478887,0.7723513140414737,-0.5790754978695167,0.7557890549652941,0.9751387777485206,False,0,0.0
GENE4528,2.852696935228858,0.00028405024979371733,1.7015548896177868,4.003838980839928,0.006833051616912931,True,1,2.853
GENE4529,0.19455893346754394,0.6293021320046894,-0.704120911899522,1.0932387788346098,0.9369670967915277,False,0,0.0
GENE4530,-1.0388589838056215,0.12425972231459165,-2.4378222792014625,0.3601043115902196,0.6150700540634548,False,0,0.0
GENE4531,-0.395531086340946,0.21969732984429804,-1.068665690165251,0.27760351748335876,0.7796421256887536,False,0,0.0
GENE4532,0.6558681179997663,0.2809869807687964,-0.7087755479776854,2.020511783977218,0.8245903224641499,False,0,0.0
GENE4533,0.25565598182700455,0.49709163452240257,-0.6059543963295622,1.1172663599835713,0.9170564455607898,False,0,0.0
GENE4534,1.0847472681061916,0.004541221037868549,0.4240105178568967,1.7454840183554865,0.06360930177156301,False,1,0.838
GENE4535,-2.2972092013283363,3.660814222783265e-05,-3.027029535953887,-1.5673888667027858,0.0018075270224992372,True,1,-2.637
GENE4536,-0.7532962097256117,0.03854288467256678,-1.4552201522139652,-0.05137226723725841,0.33682388154123627,False,0,0.0
GENE4537,0.17793280645788823,0.6306895295684072,-0.6793528189322074,1.035218431847984,0.9369670967915277,False,0,0.0
GENE4538,-0.33627923526487,0.5207635787601556,-1.4623337093714635,0.7897752388417234,0.9170564455607898,False,0,0.0
GENE4539,0.5812969103847796,0.04363913974558089,0.02097570793589898,1.1416181128336602,0.3581518180480568,False,0,0.0
GENE4540,-0.28063310673201514,0.5199861410735942,-1.2477517508983866,0.6864855374343563,0.9170564455607898,False,0,0.0
GENE4541,-0.09019419329829637,0.8747680149308275,-1.3492587096105748,1.168870323013982,0.9828540667920449,False,0,0.0
GENE4542,0.7076425958686752,0.06888055133612994,-0.06954416759460158,1.484829359331952,0.46522639277810274,False,0,0.0
GENE4543,0.08901436864462653,0.8213791947182844,-0.767048857739294,0.945077595028547,0.9803012537877377,False,0,0.0
GENE4544,-0.09015081904396016,0.8030371937376666,-0.8765479867734562,0.6962463486855359,0.9801179834252379,False,0,0.0
GENE4545,0.4103004177734948,0.24204348830854236,-0.3380277277945075,1.1586285633414972,0.7934532671424102,False,0,0.0
GENE4546,2.9213200414639866,4.997609605231733e-05,1.989707635823112,3.852932447104861,0.0021457128196375377,True,0,0.0
GENE4547,-0.47822647798416895,0.3220177493926334,-1.5242706136698971,0.5678176577015592,0.8592350499842759,False,0,0.0
GENE4548,0.09712460671301404,0.8098070790174264,-0.7844604038765579,0.978709617302586,0.9801179834252379,False,0,0.0
GENE4549,0.2803330248122,0.3703488838807945,-0.40209004874302134,0.9627560983674214,0.8827113054163502,False,0,0.0
GENE4550,-0.29510578334850734,0.5877639831148235,-1.5273793989312539,0.9371678322342392,0.929563511803904,False,0,0.0
GENE4551,-1.2021039353866927,0.0005639615304109645,-1.69951325950306,-0.7046946112703253,0.012552719096873685,True,0,0.0
GENE4552,0.3966360672940814,0.22547191725136267,-0.299523811585343,1.092795946173506,0.7826134210394398,False,0,0.0
GENE4553,-0.6823209761245774,0.18320245296026588,-1.7893326231225337,0.42469067087337886,0.7369141437811102,False,0,0.0
GENE4554,-0.41753499423258233,0.4070579070422107,-1.5080732449989245,0.6730032565337598,0.89227454651317,False,0,0.0
GENE4555,-0.6250555530160078,0.08035813157802109,-1.3491354203110582,0.09902431427904257,0.49751507795169797,False,0,0.0
GENE4556,-0.15238994487227053,0.5359589049294606,-0.684586060781225,0.3798061710366839,0.9170564455607898,False,0,0.0
GENE4557,-0.33711727075437636,0.504221047421378,-1.4482973205700476,0.7740627790612948,0.9170564455607898,False,0,0.0
GENE4558,0.29144045649718464,0.5808843908492404,-0.8639913461254871,1.4468722591198564,0.9294936563216196,False,0,0.0
GENE4559,-0.17127008585298586,0.5791482313529792,-0.8422001293107549,0.4996599576047832,0.9294936563216196,False,0,0.0
GENE4560,0.09118423792800456,0.7797579731668889,-0.6167123418364789,0.7990808176924881,0.9751387777485206,False,0,0.0
GENE4561,2.617546618614149,4.492713640900667e-06,2.026083159241529,3.209010077986769,0.0007215322094512558,True,1,2.598
GENE4562,-0.2637663232797891,0.4479054906788378,-1.0225026126448749,0.49496996608529664,0.9058232809947696,False,0,0.0
GENE4563,-0.012637100327694384,0.9675438768377652,-0.689519665231835,0.6642454645764463,0.9984045558053897,False,0,0.0
GENE4564,-0.39387375022174886,0.37640767896961025,-1.3513049124095668,0.5635574119660691,0.8827113054163502,False,0,0.0
GENE4565,-0.13287143870535711,0.6279185436536705,-0.7292173139635515,0.46347443655283727,0.9369670967915277,False,0,0.0
GENE4566,-0.295333634616056,0.4832805041211403,-1.206446862457121,0.6157795932250089,0.9135954938974477,False,0,0.0
GENE4567,0.5355125065636983,0.08774686062576766,-0.09579958920553633,1.166824602332933,0.5204205697774509,False,0,0.0
GENE4568,0.28879096751484834,0.4374205343419304,-0.507088903913794,1.0846708389434907,0.9055806785604976,False,0,0.0
GENE4569,-0.6107213367512672,0.037041391692786155,-1.1758356913734231,-0.045606982129111184,0.3270281162543444,False,0,0.0
GENE4570,0.18434066669233218,0.6774028457931413,-0.7881785836964789,1.1568599170811433,0.9492626214122201,False,0,0.0
GENE4571,0.5156714647746732,0.31976900152340393,-0.6007205472719024,1.6320634768212487,0.8557503767055863,False,0,0.0
GENE4572,0.21681865311762127,0.6501527008135316,-0.8652861221647938,1.2989234284000364,0.9416048049726631,False,0,0.0
GENE4574,-2.1168187694837615,0.0016546415450204796,-3.1239408848719927,-1.10969665409553,0.028261530860623076,True,1,-2.414
GENE4575,0.5853554350977541,0.1406081335658925,-0.2441001450843846,1.4148110152798927,0.6596224793174291,False,0,0.0
GENE4576,0.5977156582590961,0.2859460729783966,-0.6086532391295592,1.8040845556477514,0.8248301268542327,False,0,0.0
GENE4577,-0.40439873695579154,0.27040514966370394,-1.1924523057171896,0.38365483180560656,0.818170487522472,False,0,0.0
GENE4578,0.005878343656277707,0.9908699459658878,-1.1168029924406426,1.128559679753198,0.9984045558053897,False,0,0.0
GENE4579,-1.2913259212777382,0.049986033909005294,-2.582549582440101,-0.00010226011537528557,0.3917556228979581,False,0,0.0
GENE4580,0.29374988914446476,0.22764099855470102,-0.21807294448972414,0.8055727227786537,0.7840576784989529,False,0,0.0
GENE4581,-0.3269545441394346,0.3865290717543848,-1.1341805397777653,0.48027145149889605,0.8827113054163502,False,0,0.0
GENE4582,-1.387025744876225,0.005065568848948409,-2.2508845617450657,-0.5231669280073843,0.0685239621689939,False,1,-1.476
GENE4583,0.42066570860298214,0.08834011222174085,-0.08262264776130535,0.9239540649672696,0.5223704240656831,False,0,0.0
GENE4584,1.4564793874001527,0.00185508712617702,0.6837716757500816,2.2291870990502236,0.030279314662806735,True,1,1.936
GENE4585,-0.18186113574892482,0.5309671010197665,-0.8070010442413523,0.4432787727435027,0.9170564455607898,False,0,0.0
GENE4586,0.3386978572498833,0.14372264538488516,-0.14856868661631295,0.8259644011160796,0.6639154874828452,False,0,0.0
GENE4587,2.761022552875315,0.00028716115655887255,1.6918687864629052,3.830176319287725,0.006833051616912931,True,1,2.416
GENE4588,0.19761147369906595,0.4050144368095645,-0.31202585898484503,0.7072488063829769,0.8915392620141253,False,0,0.0
GENE4589,0.3880385665328312,0.21405625140198034,-0.2642792627260384,1.0403563957917008,0.7747185058822967,False,0,0.0
GENE4590,-0.0171847662919129,0.9549135884721344,-0.6868570608784361,0.6524875282946103,0.9981153546799778,False,0,0.0
GENE4591,0.08773857338067259,0.7772212871409688,-0.5995259884424851,0.7750031352038302,0.9751387777485206,False,0,0.0
GENE4592,0.3251404764478494,0.3071830385430284,-0.34879688653839713,0.9990778394340959,0.8452379407343185,False,0,0.0
GENE4593,-0.08924139600825942,0.8401358050131273,-1.1261072302885569,0.947624438272038,0.9803012537877377,False,0,0.0
GENE4594,-0.3282045517584633,0.49087718709353234,-1.3524816032366012,0.6960724997196746,0.9137440570308447,False,0,0.0
GENE4595,0.3272616694657935,0.2539589833150568,-0.277374858981532,0.931898197913119,0.8102891632427095,False,0,0.0
GENE4596,0.3488399294206985,0.4650221475676791,-0.713492312514743,1.41117217135614,0.9072637960246164,False,0,0.0
GENE4597,-0.5889510426356988,0.3158767636444647,-1.855214214782011,0.6773121295106135,0.852263125953303,False,0,0.0
GENE4598,0.6375521838879639,0.13338422350486845,-0.23547894898701283,1.5105833167629406,0.6394025277235805,False,0,0.0
GENE4600,0.06264762923468048,0.8476639232096919,-0.6921816185892388,0.8174768770585997,0.9803012537877377,False,0,0.0
GENE4601,-0.1624784334070739,0.6998512214907316,-1.111267979393091,0.7863111125789433,0.9638815637686157,False,0,0.0
GENE4602,-0.5148346412240965,0.20734027680583014,-1.3787462298720872,0.3490769474238943,0.7690728719108165,False,0,0.0
GENE4603,0.006904994761386618,0.987652128594876,-1.0042918005843773,1.0181017901071505,0.9984045558053897,False,0,0.0
GENE4604,0.4355576809603705,0.26734131112609855,-0.39118191392462687,1.2622972758453679,0.8144867268506248,False,0,0.0
GENE4605,-0.515192647005339,0.15763576058186857,-1.2677991445813857,0.23741385057070785,0.6891274203154324,False,0,0.0
GENE4606,-0.0931362320156941,0.8033976987681866,-0.9059687499940594,0.7196962859626712,0.9801179834252379,False,0,0.0
GENE4607,-1.1470665307041212,0.1046712439746158,-2.623835779682193,0.3297027182739505,0.5674341143162249,False,0,0.0
GENE4608,0.3595734680231413,0.4603461787373724,-0.6914171388594386,1.410564074905721,0.9072637960246164,False,0,0.0
GENE4609,-0.04656066096091749,0.9158778548580183,-1.025052661051225,0.9319313391293901,0.9890016312598906,False,0,0.0
GENE4610,0.16764128965255765,0.54364414664526,-0.43388335025324265,0.7691659295583579,0.9171262352210127,False,0,0.0
GENE4611,0.7519044577397862,0.0062765440016560115,0.26888566885734266,1.2349232466222297,0.08209387022033525,False,0,0.0
GENE4612,0.4234488486671415,0.2791576195921486,-0.40108877510256735,1.2479864724368503,0.8241200279439364,False,0,0.0
GENE4613,0.3977226811931285,0.3772617533636131,-0.564472437510559,1.359917799896816,0.8827113054163502,False,0,0.0
GENE4614,-0.2022051046726201,0.6172412812544661,-1.0816505467658326,0.6772403374205924,0.9369670967915277,False,0,0.0
GENE4615,-0.6705765498088798,0.05458030539542848,-1.3575096477280764,0.016356548110316615,0.40823794823156806,False,0,0.0
GENE4616,0.3462842646173512,0.47360463864553426,-0.7218699869036045,1.4144385161383068,0.910778151241412,False,0,0.0
GENE4617,-0.6019363264277517,0.023385048975012694,-1.103118326983779,-0.10075432587172461,0.23564016186556158,False,0,0.0
GENE4618,0.14041402497372601,0.587853506436685,-0.4187541406992026,0.6995821906466546,0.929563511803904,False,0,0.0
GENE4619,0.15301800350954586,0.7115937783472123,-0.7433078165185081,1.0493438235375998,0.9685718209757025,False,0,0.0
GENE4620,-0.011624972977987369,0.9790594073309982,-0.9741128841935425,0.9508629382375677,0.9984045558053897,False,0,0.0
GENE4621,0.056201901097289175,0.8584735313870502,-0.6701725609938729,0.7825763631884513,0.9803012537877377,False,0,0.0
GENE4622,-0.12646418108591995,0.7750024134509838,-1.0869424050269108,0.8340140428550707,0.9751387777485206,False,0,0.0
GENE4623,0.5566267622265304,0.3123539319564579,-0.6137708351888593,1.7270243596419201,0.8489686361096452,False,0,0.0
GENE4624,2.5739636539651185,9.32025293165592e-06,2.0099684420395496,3.1379588658906874,0.0010037038333146797,True,1,2.781
GENE4625,-0.04202650128974117,0.8974488846277029,-0.750628585113609,0.6665755825341266,0.9850860719190077,False,0,0.0
GENE4626,-3.063039327176771,1.665980868667794e-06,-3.6975383972529,-2.4285402571006416,0.00047004460223127047,True,1,-2.864
GENE4627,0.14728732706169634,0.6362206400375727,-0.529357060315491,0.8239317144388837,0.9395669826268277,False,0,0.0
GENE4628,-0.23540757966447057,0.6201969035116837,-1.3489509868084473,0.8781358274795061,0.9369670967915277,False,0,0.0
GENE4629,0.012614191798412833,0.9627790177920171,-0.5770825478765451,0.6023109314733708,0.9984045558053897,False,0,0.0
GENE4630,1.8958355290435684,0.0022467681012665612,0.9119088975538574,2.8797621605332795,0.03521719841270998,True,1,2.172
GENE4631,0.22189168177275498,0.523659651503138,-0.5433087074907129,0.9870920710362229,0.9170564455607898,False,0,0.0
GENE4632,0.0904660393693737,0.7162241224654637,-0.4493169107069903,0.6302489894457377,0.9688648231981444,False,0,0.0
GENE4633,-0.2153804260335681,0.634475781452221,-1.2084325696171005,0.7776717175499643,0.9395669826268277,False,0,0.0
GENE4634,0.08633266747797208,0.8593461814186713,-1.0006337230612563,1.1732990580172005,0.9803012537877377,False,0,0.0
GENE4635,1.8974576206392895,0.003015974891017252,0.9098272103865263,2.8850880308920526,0.04581961853660825,True,1,2.132
GENE4636,-0.21189433804848967,0.5603457560497196,-1.0099651523570858,0.5861764762601066,0.9235527230959638,False,0,0.0
GENE4637,0.666466899093012,0.22696907429391386,-0.5265832269749824,1.8595170251610065,0.7836781848434963,False,0,0.0
GENE4638,-0.38460389808573936,0.10135730064624891,-0.8608630120101819,0.09165521583870317,0.557606319711258,False,0,0.0
GENE4639,0.0772577672967838,0.844176291564658,-0.7804403000678133,0.9349558346613809,0.9803012537877377,False,0,0.0
GENE4640,-0.1130736129632326,0.7656992126925433,-0.967297107779332,0.7411498818528668,0.9751387777485206,False,0,0.0
GENE4641,-0.010702556835890498,0.9845396870615137,-1.21597806609491,1.194572952423129,0.9984045558053897,False,0,0.0
GENE4642,-0.6091678159843177,0.06263061187615183,-1.2571639266318315,0.03882829466319626,0.44019736105124513,False,0,0.0
GENE4643,-0.2573694893289886,0.5192535927948227,-1.1209505524495542,0.6062115737915769,0.9170564455607898,False,0,0.0
GENE4644,0.4610910165869875,0.04216628855746748,0.020745430002076293,0.9014366031718987,0.3528746605974503,False,0,0.0
GENE4645,0.38888848546209687,0.19685552125299322,-0.2562329230093595,1.0340098939335531,0.7505591785225127,False,0,0.0
GENE4646,-0.6112655305028412,0.12770099864444628,-1.446145328979295,0.2236142679736126,0.625829956135934,False,0,0.0
GENE4647,-0.2336876735181086,0.6456367585835912,-1.3342342761574648,0.8668589291212476,0.9398644329115077,False,0,0.0
GENE4648,-0.13897525779781628,0.6807498132365399,-0.8960776554124856,0.6181271398168531,0.9492626214122201,False,0,0.0
GENE4649,-0.6468495125384308,0.06369512271847041,-1.3387672415691376,0.04506821649227599,0.4425013673530598,False,0,0.0
GENE4650,0.7104970923977827,0.08774176413072124,-0.13938400924943484,1.560378194045,0.5204205697774509,False,0,0.0
GENE4651,0.1846105100730142,0.5413442416048945,-0.5165823204342628,0.8858033405802912,0.9170564455607898,False,0,0.0
GENE4652,1.0977156443198641,0.05033930175452373,-0.0020464424747101972,2.1974777311144384,0.3929649050007287,False,1,1.639
GENE4653,-0.04912454998233784,0.8321275841020875,-0.552216038814677,0.4539669388500013,0.9803012537877377,False,0,0.0
GENE4654,0.7267710912923446,0.020470115676159265,0.1395050234449875,1.3140371591397018,0.2127814655811292,False,0,0.0
GENE4655,0.1837889817381404,0.6524711152661281,-0.6985759489827784,1.0661539124590593,0.9416048049726631,False,0,0.0
GENE4656,-0.44855426845218727,0.3455463290039083,-1.478569165000898,0.5814606280965235,0.87158876089747,False,0,0.0
GENE4657,-0.15788277778862536,0.7552699843796606,-1.2662151466061153,0.9504495910288646,0.9723977960559517,False,0,0.0
GENE4658,-0.29740716741233886,0.21610256426880545,-0.8121428600049494,0.21732852518027168,0.778836796406735,False,0,0.0
GENE4659,-0.2935375095725501,0.4145908856857714,-1.0620423639089926,0.47496734476389235,0.8941301545737701,False,0,0.0
GENE4660,-0.21773732429749337,0.24586064543028546,-0.6114882392878538,0.1760135906928671,0.7973313213872147,False,0,0.0
GENE4661,0.07604108118607744,0.8463320071337276,-0.8052031880969736,0.9572853504691284,0.9803012537877377,False,0,0.0
GENE4662,0.23053839202808235,0.6640871125090393,-0.9181570408016544,1.379233824857819,0.9446905843310412,False,0,0.0
GENE4663,-0.2891915235336455,0.5043790486997751,-1.2199270970480671,0.6415440499807762,0.9170564455607898,False,0,0.0
GENE4664,-0.15463928105844538,0.6598090562978821,-0.9331249388577891,0.6238463767408984,0.9436081724752478,False,0,0.0
GENE4665,1.4716498206770714,0.006053698239590337,0.5858642996146297,2.357435341739513,0.07970702682127277,False,1,1.466
GENE4666,-0.15368834710915946,0.7449228943838091,-1.2012379050711945,0.8938612108528756,0.9692418112874588,False,0,0.0
GENE4667,0.19620156584539572,0.5600812116808818,-0.5423635044771937,0.9347666361679852,0.9235527230959638,False,0,0.0
GENE4668,0.44016607936967533,0.3984609078513951,-0.6762930099251303,1.556625168664481,0.8915392620141253,False,0,0.0
GENE4669,-0.2715265681959287,0.48867019554354474,-1.1147378101611483,0.5716846737692909,0.9135954938974477,False,0,0.0
GENE4670,-0.381381318721006,0.45435644895670735,-1.4780022625823803,0.7152396251403683,0.9072637960246164,False,0,0.0
GENE4671,-0.37600970384690413,0.25148886294094275,-1.0644378397588505,0.3124184320650423,0.8076268362737592,False,0,0.0
GENE4672,0.27928651770297463,0.5286826294259754,-0.7216317109804402,1.2802047463863895,0.9170564455607898,False,0,0.0
GENE4673,0.08102008231143354,0.884799691444111,-1.133685995198246,1.2957261598211132,0.9828540667920449,False,0,0.0
GENE4674,0.5072514213616195,0.16552230044478694,-0.26719659584371214,1.2816994385669511,0.7057528797020367,False,0,0.0
GENE4675,0.33021095689442603,0.5372667864596388,-0.9351112130772741,1.5955331268661261,0.9170564455607898,False,0,0.0
GENE4676,0.171905734365021,0.7018687300853341,-0.8021866502578546,1.1459981189878965,0.9652696057174206,False,0,0.0
GENE4677,-0.18974487139396423,0.5951688252934482,-0.9788543099212292,0.5993645671333008,0.929563511803904,False,0,0.0
GENE4678,-0.6882453102849038,0.08029815672697732,-1.476448803459967,0.09995818289015956,0.49751507795169797,False,0,0.0
GENE4679,-0.03261044136855329,0.920127354402141,-0.7652234107853506,0.700002528048244,0.9890016312598906,False,0,0.0
GENE4680,-0.3128802491394955,0.36746891983846475,-1.0545561088467497,0.4287956105677586,0.8827113054163502,False,0,0.0
GENE4681,0.4421593971522526,0.2629469447751111,-0.3989819785595201,1.2833007728640253,0.8130488330862804,False,0,0.0
GENE4682,-0.01867052535034386,0.9534928301453014,-0.7303044702173326,0.6929634195166449,0.9981153546799778,False,0,0.0
GENE4683,1.2126306399892555,0.0973373658328384,-0.2646880718729143,2.6899493518514253,0.5454971506996266,False,0,0.0
GENE4684,-0.005174102399184921,0.9941974259219554,-1.6294268736859048,1.619078668887535,0.9984045558053897,False,0,0.0
GENE4685,0.05349020429957907,0.8259187660443785,-0.47502389576385373,0.5820043043630119,0.9803012537877377,False,0,0.0
GENE4686,-0.2517261653801812,0.4857810579481371,-1.0288207689256974,0.525368438165335,0.9135954938974477,False,0,0.0
GENE4687,-0.42701991736845235,0.4526712330577888,-1.729103374252698,0.8750635395157933,0.9072637960246164,False,0,0.0
GENE4688,0.3832261546793907,0.5410863387007852,-0.9766312223028029,1.7430835316615843,0.9170564455607898,False,0,0.0
GENE4689,3.3752463373454598,7.246922196376652e-07,2.7400145709168013,4.010478103774118,0.00039014186419343355,True,0,0.0
GENE4690,-0.4024511938800628,0.2667035084766056,-1.1648142150065275,0.3599118272464019,0.8144867268506248,False,0,0.0
GENE4691,0.5955105272844969,0.08898708235974513,-0.10969532370752888,1.3007163782765228,0.52462533629999,False,0,0.0
GENE4692,0.20110010473970696,0.30921875725952086,-0.21726670527012,0.619466914749534,0.8452379407343185,False,0,0.0
GENE4693,-0.28457289909504,0.41056294149357175,-1.0282463918453515,0.45910059365527156,0.8935502416230686,False,0,0.0
GENE4694,2.565943539079038,8.074684150847993e-05,1.6696222154970073,3.462264862661069,0.0027495691720559974,True,1,2.372
GENE4695,-0.5711679762744488,0.1846975852184485,-1.4884023233637513,0.3460663708148537,0.7370664280257528,False,0,0.0
