gene,is_de,true_log2fc
GENE5159,0,0.0
GENE5160,0,0.0
GENE5161,0,0.0
GENE5162,0,0.0
GENE5163,1,-2.616
GENE5164,0,0.0
GENE5165,0,0.0
GENE5166,0,0.0
GENE5167,0,0.0
GENE5168,0,0.0
GENE5169,1,-1.776
GENE5170,0,0.0
GENE5171,0,0.0
GENE5172,0,0.0
GENE5173,0,0.0
GENE5174,0,0.0
GENE5175,0,0.0
GENE5176,0,0.0
GENE5177,0,0.0
GENE5178,1,2.472
GENE5179,0,0.0
GENE5180,0,0.0
GENE5181,0,0.0
GENE5182,0,0.0
GENE5183,0,0.0
GENE5184,0,0.0
GENE5185,0,0.0
GENE5186,0,0.0
GENE5187,0,0.0
GENE5188,0,0.0
GENE5189,0,0.0
GENE5190,0,0.0
GENE5191,0,0.0
GENE5192,0,0.0
GENE5193,0,0.0
GENE5194,0,0.0
GENE5195,0,0.0
GENE5196,0,0.0
GENE5197,0,0.0
GENE5198,0,0.0
GENE5199,0,0.0
GENE5200,0,0.0
GENE5201,0,0.0
GENE5202,0,0.0
GENE5203,0,0.0
GENE5204,1,-2.211
GENE5205,0,0.0
GENE5206,1,-2.467
GENE5207,0,0.0
GENE5208,0,0.0
GENE5209,1,-2.123
GENE5210,0,0.0
GENE5211,0,0.0
GENE5212,0,0.0
GENE5213,0,0.0
GENE5214,0,0.0
GENE5215,0,0.0
GENE5216,0,0.0
GENE5217,0,0.0
GENE5218,0,0.0
GENE5219,0,0.0
GENE5220,0,0.0
GENE5221,0,0.0
GENE5222,0,0.0
GENE5223,0,0.0
GENE5224,1,1.52
GENE5225,0,0.0
GENE5226,1,1.608
GENE5227,0,0.0
GENE5228,0,0.0
GENE5229,0,0.0
GENE5230,0,0.0
GENE5231,0,0.0
GENE5232,0,0.0
GENE5233,0,0.0
GENE5234,0,0.0
GENE5235,0,0.0
GENE5236,0,0.0
GENE5237,1,1.468
GENE5238,0,0.0
GENE5239,0,0.0
GENE5240,0,0.0
GENE5241,0,0.0
GENE5242,0,0.0
GENE5243,0,0.0
GENE5244,0,0.0
GENE5245,0,0.0
GENE5246,0,0.0
GENE5247,0,0.0
GENE5248,0,0.0
GENE5249,0,0.0
GENE5250,0,0.0
GENE5251,0,0.0
GENE5252,0,0.0
GENE5253,0,0.0
GENE5254,0,0.0
GENE5255,0,0.0
GENE5256,0,0.0
GENE5257,0,0.0
GENE5258,0,0.0
GENE5259,0,0.0
GENE5260,1,-2.963
GENE5261,0,0.0
GENE5262,0,0.0
GENE5263,0,0.0
GENE5264,0,0.0
GENE5265,0,0.0
GENE5266,0,0.0
GENE5267,0,0.0
GENE5268,0,0.0
GENE5269,0,0.0
GENE5270,0,0.0
GENE5271,0,0.0
GENE5272,0,0.0
GENE5273,0,0.0
GENE5274,0,0.0
GENE5275,0,0.0
GENE5276,0,0.0
GENE5277,0,0.0
GENE5278,0,0.0
GENE5279,0,0.0
GENE5280,0,0.0
GENE5281,0,0.0
GENE5282,0,0.0
GENE5283,0,0.0
GENE5284,0,0.0
GENE5285,0,0.0
GENE5286,0,0.0
GENE5287,0,0.0
GENE5288,0,0.0
GENE5289,1,1.187
GENE5290,0,0.0
GENE5291,0,0.0
GENE5292,0,0.0
GENE5293,0,0.0
GENE5294,0,0.0
GENE5295,0,0.0
GENE5296,0,0.0
GENE5297,0,0.0
GENE5298,0,0.0
GENE5299,0,0.0
GENE5300,0,0.0
GENE5301,0,0.0
GENE5302,0,0.0
GENE5303,0,0.0
GENE5304,0,0.0
GENE5305,0,0.0
GENE5306,0,0.0
GENE5307,0,0.0
GENE5308,0,0.0
GENE5309,0,0.0
GENE5310,0,0.0
GENE5311,0,0.0
GENE5312,0,0.0
GENE5313,0,0.0
GENE5314,0,0.0
GENE5315,0,0.0
GENE5316,0,0.0
GENE5317,1,0.997
GENE5318,0,0.0
GENE5319,0,0.0
GENE5320,0,0.0
GENE5321,0,0.0
GENE5322,0,0.0
GENE5323,0,0.0
GENE5324,0,0.0
GENE5325,1,2.519
GENE5326,0,0.0
GENE5327,0,0.0
GENE5328,0,0.0
GENE5329,0,0.0
GENE5330,0,0.0
GENE5331,0,0.0
GENE5332,0,0.0
GENE5333,0,0.0
GENE5334,1,-2.686
GENE5335,0,0.0
GENE5336,1,-1.548
GENE5337,0,0.0
GENE5338,0,0.0
GENE5339,0,0.0
GENE5340,0,0.0
GENE5341,0,0.0
GENE5342,0,0.0
GENE5343,0,0.0
GENE5344,0,0.0
GENE5345,1,1.051
GENE5346,0,0.0
GENE5347,0,0.0
GENE5348,0,0.0
GENE5349,1,-1.241
GENE5350,0,0.0
GENE5351,0,0.0
GENE5352,0,0.0
GENE5353,0,0.0
GENE5354,0,0.0
GENE5355,0,0.0
GENE5356,0,0.0
GENE5357,0,0.0
GENE5358,0,0.0
GENE5359,0,0.0
GENE5360,0,0.0
GENE5361,0,0.0
GENE5362,0,0.0
GENE5363,0,0.0
GENE5364,0,0.0
GENE5365,0,0.0
GENE5366,0,0.0
GENE5367,0,0.0
GENE5368,0,0.0
GENE5369,0,0.0
GENE5370,0,0.0
GENE5371,1,-1.543
GENE5372,0,0.0
GENE5373,0,0.0
GENE5374,0,0.0
GENE5375,0,0.0
GENE5376,0,0.0
GENE5377,0,0.0
GENE5378,0,0.0
GENE5379,0,0.0
GENE5380,0,0.0
GENE5381,0,0.0
GENE5382,1,1.22
GENE5383,0,0.0
GENE5384,0,0.0
GENE5385,0,0.0
GENE5386,0,0.0
GENE5387,0,0.0
GENE5388,0,0.0
GENE5389,0,0.0
GENE5390,0,0.0
GENE5391,0,0.0
GENE5392,0,0.0
GENE5393,0,0.0
GENE5394,0,0.0
GENE5395,0,0.0
GENE5396,0,0.0
GENE5397,0,0.0
GENE5398,0,0.0
GENE5399,0,0.0
GENE5400,0,0.0
GENE5401,0,0.0
GENE5402,1,0.941
GENE5403,0,0.0
GENE5404,0,0.0
GENE5405,0,0.0
GENE5406,0,0.0
GENE5407,0,0.0
GENE5408,0,0.0
GENE5409,0,0.0
GENE5410,0,0.0
GENE5411,0,0.0
GENE5412,0,0.0
GENE5413,0,0.0
GENE5414,0,0.0
GENE5415,0,0.0
GENE5416,0,0.0
GENE5417,0,0.0
GENE5418,0,0.0
GENE5419,0,0.0
GENE5420,0,0.0
GENE5421,0,0.0
GENE5422,0,0.0
GENE5423,0,0.0
GENE5424,0,0.0
GENE5425,0,0.0
GENE5426,0,0.0
GENE5427,0,0.0
GENE5428,0,0.0
GENE5429,0,0.0
GENE5430,0,0.0
GENE5431,0,0.0
GENE5432,0,0.0
GENE5433,0,0.0
GENE5434,1,-1.98
GENE5435,0,0.0
GENE5436,0,0.0
GENE5437,0,0.0
GENE5438,0,0.0
GENE5439,0,0.0
GENE5440,0,0.0
GENE5441,0,0.0
GENE5442,0,0.0
GENE5443,0,0.0
GENE5444,0,0.0
GENE5445,0,0.0
GENE5446,0,0.0
GENE5447,0,0.0
GENE5448,0,0.0
GENE5449,0,0.0
GENE5450,0,0.0
GENE5451,0,0.0
GENE5452,1,1.842
GENE5453,0,0.0
GENE5454,0,0.0
GENE5455,0,0.0
GENE5456,0,0.0
GENE5457,0,0.0
GENE5458,0,0.0
GENE5459,1,-2.382
GENE5460,0,0.0
GENE5461,0,0.0
GENE5462,1,-2.479
GENE5463,0,0.0
GENE5464,1,1.416
GENE5465,0,0.0
GENE5466,1,-1.429
GENE5467,0,0.0
GENE5468,0,0.0
GENE5469,0,0.0
GENE5470,1,1.632
GENE5471,0,0.0
GENE5472,0,0.0
GENE5473,1,-2.976
GENE5474,0,0.0
GENE5475,0,0.0
GENE5476,0,0.0
GENE5477,0,0.0
GENE5478,0,0.0
GENE5479,0,0.0
GENE5480,0,0.0
GENE5481,1,-1.132
GENE5482,0,0.0
GENE5483,0,0.0
GENE5484,1,-2.359
GENE5485,0,0.0
GENE5486,0,0.0
GENE5487,0,0.0
GENE5488,0,0.0
GENE5489,0,0.0
GENE5490,0,0.0
GENE5491,0,0.0
GENE5492,0,0.0
GENE5493,0,0.0
GENE5494,0,0.0
GENE5495,0,0.0
GENE5496,0,0.0
GENE5497,0,0.0
GENE5498,0,0.0
GENE5499,0,0.0
GENE5500,0,0.0
GENE5501,0,0.0
GENE5502,0,0.0
GENE5503,0,0.0
GENE5504,0,0.0
GENE5505,0,0.0
GENE5506,0,0.0
GENE5507,0,0.0
GENE5508,0,0.0
GENE5509,0,0.0
GENE5510,0,0.0
GENE5511,0,0.0
GENE5512,0,0.0
GENE5513,0,0.0
GENE5514,1,1.778
GENE5515,1,-1.72
GENE5516,0,0.0
GENE5517,0,0.0
GENE5518,0,0.0
GENE5519,0,0.0
GENE5520,0,0.0
GENE5521,0,0.0
GENE5522,0,0.0
GENE5523,0,0.0
GENE5524,0,0.0
GENE5525,1,-1.098
GENE5526,0,0.0
GENE5527,0,0.0
GENE5528,0,0.0
GENE5529,0,0.0
GENE5530,0,0.0
GENE5531,0,0.0
GENE5532,0,0.0
GENE5533,0,0.0
GENE5534,0,0.0
GENE5535,0,0.0
GENE5536,0,0.0
GENE5537,0,0.0
GENE5538,0,0.0
GENE5539,0,0.0
GENE5540,0,0.0
GENE5541,0,0.0
GENE5542,0,0.0
GENE5543,0,0.0
GENE5544,0,0.0
GENE5545,0,0.0
GENE5546,0,0.0
GENE5547,0,0.0
GENE5548,0,0.0
GENE5549,1,0.92
GENE5550,0,0.0
GENE5551,0,0.0
GENE5552,0,0.0
GENE5553,0,0.0
GENE5554,1,-2.186
GENE5555,0,0.0
GENE5556,0,0.0
GENE5557,0,0.0
GENE5558,0,0.0
GENE5559,0,0.0
GENE5560,0,0.0
GENE5561,0,0.0
GENE5562,0,0.0
GENE5563,0,0.0
GENE5564,0,0.0
GENE5565,1,2.423
GENE5566,0,0.0
GENE5567,0,0.0
GENE5568,0,0.0
GENE5569,0,0.0
GENE5570,0,0.0
GENE5571,0,0.0
GENE5572,1,2.034
GENE5573,0,0.0
GENE5574,0,0.0
GENE5575,0,0.0
GENE5576,0,0.0
GENE5577,0,0.0
GENE5578,0,0.0
GENE5579,0,0.0
GENE5580,0,0.0
GENE5581,1,-0.803
GENE5582,0,0.0
GENE5583,0,0.0
GENE5584,0,0.0
GENE5585,0,0.0
GENE5586,0,0.0
GENE5587,0,0.0
GENE5588,0,0.0
GENE5589,0,0.0
GENE5590,0,0.0
GENE5591,0,0.0
GENE5592,0,0.0
GENE5593,0,0.0
GENE5594,0,0.0
GENE5595,0,0.0
GENE5596,0,0.0
GENE5597,1,1.378
GENE5598,1,-1.022
GENE5599,0,0.0
GENE5600,0,0.0
GENE5601,0,0.0
GENE5602,0,0.0
GENE5603,0,0.0
GENE5604,0,0.0
GENE5605,0,0.0
GENE5606,0,0.0
GENE5607,0,0.0
GENE5608,0,0.0
GENE5609,0,0.0
GENE5610,0,0.0
GENE5611,0,0.0
GENE5612,0,0.0
GENE5613,0,0.0
GENE5614,0,0.0
GENE5615,0,0.0
GENE5616,0,0.0
GENE5617,0,0.0
GENE5618,0,0.0
GENE5619,0,0.0
GENE5620,0,0.0
GENE5621,0,0.0
GENE5622,0,0.0
GENE5623,1,-1.169
GENE5624,0,0.0
GENE5625,0,0.0
GENE5626,1,1.797
GENE5627,0,0.0
GENE5628,0,0.0
GENE5629,0,0.0
GENE5630,1,1.594
GENE5631,0,0.0
GENE5632,0,0.0
GENE5633,0,0.0
GENE5634,0,0.0
GENE5635,0,0.0
GENE5636,0,0.0
GENE5637,0,0.0
GENE5638,0,0.0
GENE5639,0,0.0
GENE5640,0,0.0
GENE5641,0,0.0
GENE5642,0,0.0
GENE5643,0,0.0
GENE5644,0,0.0
GENE5645,0,0.0
GENE5646,0,0.0
GENE5647,0,0.0
GENE5648,0,0.0
GENE5649,0,0.0
GENE5650,0,0.0
GENE5651,0,0.0
GENE5652,1,-1.76
GENE5653,0,0.0
GENE5654,0,0.0
GENE5655,0,0.0
GENE5656,0,0.0
GENE5657,0,0.0
GENE5658,1,-2.485
GENE5659,0,0.0
GENE5660,0,0.0
GENE5661,0,0.0
GENE5662,0,0.0
GENE5663,0,0.0
GENE5664,0,0.0
GENE5665,0,0.0
GENE5666,0,0.0
GENE5667,0,0.0
GENE5668,0,0.0
GENE5669,0,0.0
GENE5670,0,0.0
GENE5671,0,0.0
GENE5672,0,0.0
GENE5673,0,0.0
GENE5674,0,0.0
GENE5675,0,0.0
GENE5676,0,0.0
GENE5677,0,0.0
GENE5678,0,0.0
GENE5679,0,0.0
GENE5680,0,0.0
GENE5681,0,0.0
GENE5682,0,0.0
GENE5683,1,1.84
GENE5684,0,0.0
GENE5685,0,0.0
GENE5686,0,0.0
GENE5687,0,0.0
GENE5688,0,0.0
GENE5689,0,0.0
GENE5690,0,0.0
GENE5691,0,0.0
GENE5692,0,0.0
GENE5693,0,0.0
GENE5694,0,0.0
GENE5695,0,0.0
GENE5696,0,0.0
GENE5697,0,0.0
GENE5698,0,0.0
GENE5699,0,0.0
GENE5700,0,0.0
GENE5701,0,0.0
GENE5702,0,0.0
GENE5703,0,0.0
GENE5704,0,0.0
GENE5705,0,0.0
GENE5706,0,0.0
GENE5707,1,-2.919
GENE5708,0,0.0
GENE5709,0,0.0
GENE5710,0,0.0
GENE5711,0,0.0
GENE5712,0,0.0
GENE5713,0,0.0
GENE5714,1,-1.152
GENE5715,0,0.0
GENE5716,0,0.0
GENE5717,0,0.0
GENE5718,0,0.0
GENE5719,0,0.0
GENE5720,1,-2.219
GENE5721,1,1.841
GENE5722,0,0.0
GENE5723,1,1.924
GENE5724,0,0.0
GENE5725,0,0.0
GENE5726,0,0.0
GENE5727,0,0.0
GENE5728,0,0.0
GENE5729,0,0.0
GENE5730,0,0.0
GENE5731,0,0.0
GENE5732,0,0.0
GENE5733,0,0.0
GENE5734,0,0.0
GENE5735,0,0.0
GENE5736,0,0.0
GENE5737,0,0.0
GENE5738,0,0.0
GENE5739,0,0.0
GENE5740,0,0.0
GENE5741,0,0.0
GENE5742,0,0.0
GENE5743,0,0.0
GENE5744,0,0.0
GENE5745,0,0.0
GENE5746,0,0.0
GENE5747,0,0.0
GENE5748,0,0.0
GENE5749,0,0.0
GENE5750,0,0.0
GENE5751,0,0.0
GENE5752,0,0.0
GENE5753,0,0.0
GENE5754,0,0.0
GENE5755,0,0.0
GENE5756,1,-2.077
GENE5757,0,0.0
GENE5758,0,0.0
GENE5759,0,0.0
GENE5760,0,0.0
GENE5761,0,0.0
GENE5762,0,0.0
GENE5763,0,0.0
GENE5764,0,0.0
GENE5765,0,0.0
GENE5766,0,0.0
GENE5767,0,0.0
GENE5768,0,0.0
GENE5769,1,1.771
GENE5770,0,0.0
GENE5771,0,0.0
GENE5772,0,0.0
GENE5773,0,0.0
GENE5774,0,0.0
GENE5775,0,0.0
GENE5776,0,0.0
GENE5777,0,0.0
GENE5778,0,0.0
GENE5779,0,0.0
GENE5780,0,0.0
GENE5781,0,0.0
GENE5782,0,0.0
GENE5783,0,0.0
GENE5784,0,0.0
GENE5785,0,0.0
GENE5786,0,0.0
GENE5787,0,0.0
GENE5788,0,0.0
GENE5789,0,0.0
GENE5790,0,0.0
GENE5791,0,0.0
GENE5792,0,0.0
GENE5793,0,0.0
GENE5794,0,0.0
GENE5795,0,0.0
GENE5796,0,0.0
GENE5797,0,0.0
GENE5798,0,0.0
GENE5799,0,0.0
GENE5800,0,0.0
GENE5801,1,1.796
GENE5802,0,0.0
GENE5803,0,0.0
GENE5804,0,0.0
GENE5805,0,0.0
GENE5806,0,0.0
GENE5807,0,0.0
GENE5808,0,0.0
GENE5809,0,0.0
GENE5810,0,0.0
GENE5811,1,2.278
GENE5812,0,0.0
GENE5813,0,0.0
GENE5814,0,0.0
GENE5815,0,0.0
GENE5816,0,0.0
GENE5817,0,0.0
GENE5818,0,0.0
GENE5819,0,0.0
GENE5820,0,0.0
GENE5821,0,0.0
GENE5822,0,0.0
GENE5823,0,0.0
GENE5824,0,0.0
GENE5825,0,0.0
GENE5826,0,0.0
GENE5827,0,0.0
GENE5828,0,0.0
GENE5829,0,0.0
GENE5830,0,0.0
GENE5831,0,0.0
GENE5832,0,0.0
GENE5833,0,0.0
GENE5834,0,0.0
GENE5835,0,0.0
GENE5836,0,0.0
GENE5837,0,0.0
GENE5838,0,0.0
GENE5839,0,0.0
GENE5840,0,0.0
GENE5841,0,0.0
GENE5842,0,0.0
GENE5843,0,0.0
GENE5844,0,0.0
GENE5845,1,2.558
GENE5846,0,0.0
GENE5847,0,0.0
GENE5848,0,0.0
GENE5849,0,0.0
GENE5850,1,-1.954
GENE5851,0,0.0
GENE5852,0,0.0
GENE5853,0,0.0
GENE5854,1,-2.542
GENE5855,0,0.0
GENE5856,0,0.0
GENE5857,0,0.0
GENE5858,0,0.0
GENE5859,0,0.0
GENE5860,0,0.0
GENE5861,0,0.0
GENE5862,0,0.0
GENE5863,0,0.0
GENE5864,0,0.0
GENE5865,0,0.0
GENE5866,1,2.872
GENE5867,0,0.0
GENE5868,0,0.0
GENE5869,0,0.0
GENE5870,0,0.0
GENE5871,0,0.0
GENE5872,0,0.0
GENE5873,0,0.0
GENE5874,0,0.0
GENE5875,0,0.0
GENE5876,0,0.0
GENE5877,0,0.0
GENE5878,0,0.0
GENE5879,0,0.0
GENE5880,0,0.0
GENE5881,0,0.0
GENE5882,0,0.0
GENE5883,0,0.0
GENE5884,0,0.0
GENE5885,1,-2.152
GENE5886,0,0.0
GENE5887,0,0.0
GENE5888,0,0.0
GENE5889,0,0.0
GENE5890,1,-1.985
GENE5891,0,0.0
GENE5892,0,0.0
GENE5893,0,0.0
GENE5894,0,0.0
GENE5895,0,0.0
GENE5896,0,0.0
GENE5897,1,1.938
GENE5898,0,0.0
GENE5899,1,1.303
GENE5900,0,0.0
GENE5901,0,0.0
GENE5902,0,0.0
GENE5903,0,0.0
GENE5904,0,0.0
GENE5905,0,0.0
GENE5906,0,0.0
GENE5907,0,0.0
GENE5908,0,0.0
GENE5909,0,0.0
GENE5910,0,0.0
GENE5911,0,0.0
GENE5912,0,0.0
GENE5913,0,0.0
GENE5914,0,0.0
GENE5915,0,0.0
GENE5916,0,0.0
GENE5917,0,0.0
GENE5918,0,0.0
GENE5919,0,0.0
GENE5920,0,0.0
GENE5921,0,0.0
GENE5922,0,0.0
GENE5923,0,0.0
GENE5924,0,0.0
GENE5925,0,0.0
GENE5926,1,-1.391
GENE5927,0,0.0
GENE5928,0,0.0
GENE5929,0,0.0
GENE5930,0,0.0
GENE5931,0,0.0
GENE5932,0,0.0
GENE5933,0,0.0
GENE5934,0,0.0
GENE5935,0,0.0
GENE5936,0,0.0
GENE5937,0,0.0
GENE5938,0,0.0
GENE5939,0,0.0
GENE5940,0,0.0
GENE5941,0,0.0
GENE5942,0,0.0
GENE5943,0,0.0
GENE5944,0,0.0
GENE5945,1,1.601
GENE5946,0,0.0
GENE5947,0,0.0
GENE5948,0,0.0
GENE5949,0,0.0
GENE5950,0,0.0
GENE5951,0,0.0
GENE5952,0,0.0
GENE5953,0,0.0
GENE5954,0,0.0
GENE5955,0,0.0
GENE5956,0,0.0
GENE5957,0,0.0
GENE5958,0,0.0
GENE5959,0,0.0
GENE5960,0,0.0
GENE5961,0,0.0
GENE5962,0,0.0
GENE5963,0,0.0
GENE5964,0,0.0
GENE5965,0,0.0
GENE5966,0,0.0
GENE5967,1,1.024
GENE5968,0,0.0
GENE5969,0,0.0
GENE5970,0,0.0
GENE5971,0,0.0
GENE5972,0,0.0
GENE5973,0,0.0
GENE5974,0,0.0
GENE5975,0,0.0
GENE5976,0,0.0
GENE5977,0,0.0
GENE5978,0,0.0
GENE5979,0,0.0
GENE5980,0,0.0
GENE5981,0,0.0
GENE5982,0,0.0
GENE5983,1,-1.259
GENE5984,0,0.0
GENE5985,0,0.0
GENE5986,0,0.0
GENE5987,0,0.0
GENE5988,0,0.0
GENE5989,0,0.0
GENE5990,0,0.0
GENE5991,0,0.0
GENE5992,1,2.027
GENE5993,0,0.0
GENE5994,0,0.0
GENE5995,0,0.0
GENE5996,1,1.263
GENE5997,0,0.0
GENE5998,0,0.0
GENE5999,0,0.0
